Ministry,Year,PositionTitle,PositionClass,BaseSalary,CashBenefits,NonCashBenefits,Severance
Culture,2013,Director,Senior Manager,104393.18,0,27563.61,0
Culture,2013,"ED, Comm Engagmnt & Inclusion",Executive Manager 1,149678.36,0,38047.3,0
Culture,2013,Dir Collections Management,Senior Manager,114040.68,0,29762.94,0
Culture,2013,Executive Director,Executive Manager 1,144595.24,1200,37613.65,0
Culture,2013,Dir Hist Places Stewardship,Senior Manager,127827.7,0,31349.25,0
Culture,2013,"Director, Arts Services",Senior Manager,101150.78,0,27049.31,0
Culture,2013,Director,Senior Manager,114040.68,0,7935.68,0
Culture,2013,"Director, Capital Exhibit Deve",Senior Manager,113112.62,0,28904.9,0
Culture,2013,"Executive Director, RAM",Executive Manager 1,144211.37,0,36465.45,0
Culture,2013,"Director,Lottery Funding Prog",Senior Manager,127827.7,0,31594.76,0
Culture,2013,Manager RCM,Manager,102739.78,0,25617.39,0
Culture,2013,"Director, Financial Planning",Senior Manager,128985.76,0,31871.58,0
Culture,2013,Exec Dir-Francophone Secr,Executive Manager 1,103617.7,-33.56,23188.53,0
Culture,2013,"Director, Capital Development",Senior Manager,123383.31,0,31803.53,0
Culture,2013,Manager North Region,Senior Manager,112967.3,0,29534.68,0
Culture,2013,Dir Fin Reporting and Ops,Senior Manager,107053.39,100,28292.64,0
Culture,2013,Executive Director,Executive Manager 1,119697.24,0,30658.6,0
Culture,2013,Mgr Heritage Conserv Advis Ser,Manager,102739.78,0,26374.79,0
Culture,2013,Executive Director,Executive Manager 1,156381.66,2200,41815.06,0
Culture,2013,Mgr Wrkplace Health and Safety,Manager,102739.78,0,27385.93,0
Culture,2013,Assistant HR Director,Senior Manager,114040.68,0,28170.7,0
Education,2013,TL Official Lang in Education,Senior Manager,114040.68,0,29076.54,0
Education,2013,Business Operations Manager,Senior Manager,109022.1,250,27394.53,0
Education,2013,"Director, Labour Relations",Senior Manager,107847.21,0,29677.35,0
Education,2013,TL CTS Career and Off Campus,Senior Manager,106446.75,0,27276.01,0
Education,2013,Sr Mgr Strategic Planning,Senior Manager,113210.97,850,29588.03,0
Education,2013,"Manager, Research & Planning",Senior Manager,114040.68,0,29762.94,0
Education,2013,PS - TL FNMI Cultures,Senior Manager,108057.51,0,25901.38,0
Education,2013,Sr Financial Accountability Mg,Senior Manager,104554.42,0,26438.63,0
Education,2013,Deputy Minister,Senior Official,152866.11,459.77,51675.72,0
Education,2013,"Prog Stand TL, Wellness 10-12",Senior Manager,110962.75,0,29114.77,0
Education,2013,TL FLA and Francais 30 1,Senior Manager,114040.68,242,29482.53,0
Education,2013,PS - TL Inclusive Educ,Senior Manager,113968.09,0,29061.14,0
Education,2013,"Director, Workforce Planning",Senior Manager,126934.29,0,32472.9,0
Education,2013,TL Intenational Lang Dev,Senior Manager,113325.35,0,29612.02,0
Education,2013,Senior Manager,Senior Manager,114040.68,1700,28971.63,0
Education,2013,"Ex Dir, Prgm of Study & Resour",Executive Manager 1,137896.92,0,34638.74,0
Education,2013,"Sr Mgr, Planning Coordination",Senior Manager,120763.67,0,31177.31,0
Education,2013,Senior Education Manager,Senior Manager,114040.68,0,29762.94,0
Education,2013,TL  Arts,Senior Manager,114040.68,0,29762.94,0
Education,2013,"Director, Systems Assurance Br",Senior Manager,119764.63,1200,29954.27,0
Education,2013,"Director, Strategic Planning",Senior Manager,118251.36,0,30355.57,0
Education,2013,Executive Asst to the Minister,Executive Manager 1,145042.04,0,37773.04,0
Education,2013,Sr. Manager Planning,Senior Manager,105442.17,0,27610.64,0
Education,2013,TL Curr Des Supports Prod Edm,Senior Manager,114040.68,0,29762.94,0
Education,2013,Director Special Projects,Senior Manager,127827.7,0,31349.25,0
Education,2013,School Improvement Manager,Senior Manager,114040.68,0,29438.2,0
Education,2013,Sr Mgr. Fiscal Modeling & Taxa,Senior Manager,114040.68,0,29762.94,0
Education,2013,Director IT Srvce and Ops Mgnt,Senior Manager,127827.7,0,32661.08,0
Education,2013,"Ex Director, Capital Planning",Executive Manager 1,157304.68,2500,42144.25,0
Education,2013,TL  FSL,Senior Manager,114040.68,0,29762.94,0
Education,2013,Education Manager FNMI Service,Senior Manager,112782.77,0,29496.85,0
Education,2013,TL Francais and FLA,Senior Manager,114040.68,0,29762.94,0
Education,2013,TL Wellness,Senior Manager,114040.68,0,28170.7,0
Education,2013,"Director, Zone 5",Senior Manager,127827.7,1450,32661.08,0
Education,2013,"Director, Inclusive Learning",Senior Manager,127617.35,0,31304.97,0
Education,2013,"Director, Humanities",Senior Manager,127827.7,1450,32661.08,0
Education,2013,Sr. Manager Education,Senior Manager,113881.17,0,34957.86,0
Education,2013,"Education Mgr, FNMI Services",Senior Manager,114040.68,0,28451.11,0
Education,2013,Sr. Manager Education,Senior Manager,110047.45,3400,28922.02,0
Education,2013,Sr Mgr Client Relationship Ser,Senior Manager,114040.68,11470.01,28170.7,0
Education,2013,Education Manager,Senior Manager,104860.75,0,27208.88,0
Education,2013,"Director, Cross Ministry",Senior Manager,116988.24,0,30379.04,0
Education,2013,"Sr Mgr, Organizational Renewal",Senior Manager,127827.7,0,32661.08,0
Education,2013,Asst Dir/Reg for Practice Revw,Senior Manager,113451.77,0,29359.97,0
Education,2013,TL  School Health and Well,Senior Manager,114961.81,0,29956.97,0
Education,2013,TL FLA and Francais 6 and 9,Senior Manager,114040.68,3058.83,29762.94,0
Education,2013,"Sr Mgr,Strategic Initiatives",Senior Manager,111359.03,0,28511.67,0
Education,2013,Associate Director HR,Senior Manager,113210.97,0,29338.98,0
Education,2013,"Dir,Curriculm Stdrd & Stkh Eng",Senior Manager,115075.84,0,29964.11,0
Education,2013,"Sr Mgr, Intergvrnmntal Policy",Senior Manager,100325.2,0,26878.21,0
Education,2013,"Mgr, Leadrshp Dev & Continuity",Manager,100782.87,0,25662.42,0
Education,2013,"Director, School Fac North",Senior Manager,127061.08,600,32474.63,0
Education,2013,TL Chemistry 30,Senior Manager,114040.68,10965.45,25442.08,0
Education,2013,"Director, PRB",Senior Manager,115783.03,0,30128.28,0
Education,2013,"Ex Director, Plan & Standards",Executive Manager 1,139929.77,0,36330.15,0
Education,2013,Sr Mgr Web Services,Senior Manager,114040.68,250,29762.94,0
Education,2013,"Team Leader, ESL",Senior Manager,104992.23,0,27859.43,0
Education,2013,"Dir, Financl & Admin Services",Senior Manager,103630.99,0,27573.81,0
Education,2013,Exec Dir Assessment,Executive Manager 1,157304.68,1450,41757.63,0
Education,2013,Education Manager,Senior Manager,114040.68,0,29482.53,0
Education,2013,TL  Gen Instruc Des Barrhead,Senior Manager,111128.15,0,28190.66,0
Education,2013,Manager,Manager,102739.78,0,25317.24,0
Education,2013,Sr Mgr Appl. Dev. & Maint.,Senior Manager,114040.68,0,29762.94,0
Education,2013,Education Manager,Senior Manager,112127.22,0,29359.76,0
Education,2013,Sr. Mgr Information Management,Senior Manager,113872.19,4767.33,29447.34,0
Education,2013,"Sr Mgr,Performance Measurement",Senior Manager,114040.68,0,29762.94,0
Education,2013,TL Social Studies 30 1,Senior Manager,114040.68,0,29762.94,0
Education,2013,"Exe Dir, Learn & Tech Resource",Executive Manager 1,141080.27,0,36360.25,0
Education,2013,Senior Transportation Manager,Senior Manager,110267.32,0,28968.32,0
Education,2013,Legislative Manager,Senior Manager,114040.68,0,58816.66,0
Education,2013,"Dir, Strategic Business Servic",Senior Manager,115682.92,0,30107.75,0
Education,2013,Dir FLES Math Art Comm FS,Senior Manager,127827.7,0,31349.25,0
Education,2013,Director,Senior Manager,127827.7,1000,29083.75,0
Education,2013,"Director, Zone 2/3",Senior Manager,116119.73,0,29913.46,0
Education,2013,Assist Deputy Minister,Executive Manager 2,192151.96,1450,54088.53,0
Education,2013,School Resrch&Improvement Mgr,Senior Manager,114040.42,0,29482.53,0
Education,2013,French Language Math,Senior Manager,110453.57,0,29008.02,0
Education,2013,Program Manager,Senior Manager,113228.4,0,29552.3,0
Education,2013,"Executive Director,Field Servi",Executive Manager 1,154166.87,2992.91,41025.04,0
Education,2013,"Dir, Math, Arts and Comm",Senior Manager,125999.72,0,30636.53,0
Education,2013,AS - TL English L/Arts 30-1,Senior Manager,103028.18,0,26001.27,0
Education,2013,Sr. Manager Education,Senior Manager,107826.97,0,27732.93,0
Education,2013,Senior Education Manager,Senior Manager,114040.68,0,28751.8,0
Education,2013,TL General Sciences,Senior Manager,114040.68,0,29762.94,0
Education,2013,Psychometrician,Education 1-Psychometrician,113680.06,0,24431.5,0
Education,2013,"Exec Dir, Inform & Tech Mgmt",Executive Manager 1,157304.68,9075.27,41757.63,0
Education,2013,Sr. Manager Education,Senior Manager,107662.77,0,26795.7,0
Education,2013,"Director, Exam Administration",Senior Manager,119218.57,1450,30847.63,0
Education,2013,"Sr. Mgr, IT Program Planning",Senior Manager,114040.68,0,29762.94,0
Education,2013,TL Resource Authorization Stds,Manager,114040.68,0,28796.05,0
Education,2013,"Director, French Assessment",Senior Manager,127827.7,0,32661.08,0
Education,2013,Education Manager,Senior Manager,114040.68,1700,29762.94,0
Education,2013,"Director, Competency Indicator",Senior Manager,124838.27,0,32032.1,0
Education,2013,"Exec Director, FIES",Executive Manager 1,147094.9,6302.21,37193.55,0
Education,2013,Executive Asst to the DM,Senior Manager,117742.67,0,29225.25,0
Education,2013,"Dir, Budget & Fiscal Analysis",Senior Manager,127827.7,2458.23,32661.08,0
Education,2013,Psychometrician,Education 1-Psychometrician,113680.06,0,24431.5,0
Education,2013,"ADM, Learning Supports",Executive Manager 2,190703.38,4700,53914.7,0
Education,2013,"Director, CCP, Sci & Wellness",Senior Manager,124838.27,0,32032.1,0
Education,2013,Sr Mgr Project Mgmt Office,Senior Manager,114040.68,0,28170.7,0
Education,2013,TL CTS,Senior Manager,106381.67,0,28152.55,0
Education,2013,Ed Mgr@Large Field Services,Senior Manager,114040.68,0,28451.11,0
Education,2013,"Mgr, Intergovernmental Policy",Manager,102739.78,0,28186.1,0
Education,2013,Psychometrician,Education 1-Psychometrician,113680.06,0,24431.5,0
Education,2013,Registrar / Director,Senior Manager,118391.72,0,30679.44,0
Education,2013,"Sr. Mgr, Corp. Data Warehouse",Senior Manager,114040.68,0,29762.94,0
Education,2013,Senior Manager,Senior Manager,127654.59,0,32624.99,0
Education,2013,Psychometrician,Education 1-Psychometrician,109388.19,0,23115.51,0
Education,2013,"Director, Achievement Tests",Senior Manager,126373.34,1450,31979.5,0
Education,2013,TL  Pure Math 30,Senior Manager,110612.73,0,27136.09,0
Education,2013,"Director, Aboriginal Policy",Senior Manager,127665.23,0,31315.31,0
Education,2013,TL  CTF,Senior Manager,113643.92,0,29399.63,0
Education,2013,"Director, School Tech Branch",Senior Manager,117854.51,0,30224.91,0
Education,2013,Strategic Projects Edu Manager,Senior Manager,114040.68,0,28751.8,0
Education,2013,Education Manager,Senior Manager,114040.68,0,29482.53,0
Education,2013,"Team Lead, Social Studies K-12",Senior Manager,113182.62,0,29582.12,0
Education,2013,"Education Manager, FNMI Servic",Senior Manager,114040.68,0,29482.53,0
Education,2013,"Education Manager,FNMI Service",Senior Manager,114040.68,0,29762.94,0
Education,2013,TL Biology 30,Senior Manager,109048.93,500,28101.92,0
Education,2013,"Executive Director, RBB",Executive Manager 1,126858.94,150,31771.89,0
Education,2013,Executive Director,Executive Manager 1,144799.29,250,37686.52,0
Education,2013,"Sr Mgr, School Capital/ASAP SP",Senior Manager,114040.68,0,29762.94,0
Education,2013,"Prog Stand TL, Chemistry",Senior Manager,114040.68,0,29482.53,0
Education,2013,Sr Mgr Client Relationship Ser,Senior Manager,114040.68,0,29762.94,0
Education,2013,"Team Lead, Mathematics K-9",Senior Manager,102969.5,0,26567.34,0
Education,2013,Senior Manager,Senior Manager,102383.87,0,26826.06,0
Education,2013,TL Physics 30,Senior Manager,114040.68,0,29482.53,0
Education,2013,Dir WNCP ADM Support,Senior Manager,127827.7,0,8194.82,0
Education,2013,"Manager, Resources Management",Manager,104952.48,0,26798.32,0
Education,2013,Senior Manager,Senior Manager,127827.7,3933.16,32661.08,0
Education,2013,TL Grade 6 Humanities,Senior Manager,114040.68,0,29762.94,0
Education,2013,International Education Team L,Manager,114040.68,0,29076.54,0
Education,2013,"Director, FNMI Services",Senior Manager,127827.7,0,31774.79,0
Education,2013,"Mgr, Enterprise Architecture",Manager,102739.78,1975.77,25617.39,0
Education,2013,Grade 3 FLA Exam Manager,Senior Manager,105376.36,0,28381.46,0
Education,2013,Legislative Manager,Manager,102739.78,0,26699.53,0
Education,2013,Education Manager,Senior Manager,114040.68,0,25442.08,0
Education,2013,"Sr Mgr, Corporate Budgets",Senior Manager,114040.68,0,29076.54,0
Education,2013,Sr Business Operations Manage,Senior Manager,114040.68,0,7271.38,0
Education,2013,TL  FNMI Perspectives,Senior Manager,114040.68,0,29762.94,0
Education,2013,"Director, Citi & Career Path",Senior Manager,121202.53,0,31268.14,0
Education,2013,PASI Director,Senior Manager,127827.7,0,5994,0
Education,2013,Learning Resource Consultant,Education 1,100352.72,0,18813.85,0
Education,2013,"Education Mgr, FNMI Services",Senior Manager,114040.68,0,29762.94,0
Education,2013,TL Mathematics 10 - 12,Senior Manager,111864.77,0,28609,0
Education,2013,Director/International Ed,Senior Manager,127111.25,0,32510.3,0
Education,2013,"Team Leader, ESL, Francisation",Senior Manager,110453.57,0,28736.29,0
Education,2013,TL CD Supports Prod Barrhead,Senior Manager,110984.45,0,27535.53,0
Education,2013,Learning Resources Manager,Manager,102739.78,0,26074.1,0
Education,2013,TL  Grades 6 and 9 Math,Senior Manager,110970.35,0,29129.04,0
Education,2013,TL Social Studies 30 2,Senior Manager,114040.68,0,28471.39,0
Education,2013,"Director, Curriculum Dsgn Supp",Senior Manager,124838.27,0,32032.1,0
Education,2013,"Director, Policy Develop&Co-or",Senior Manager,125778.19,0,32227.2,0
Education,2013,Education Manager,Senior Manager,114040.68,50,27407.86,0
Education,2013,Sr Mgr Technology Services,Senior Manager,114040.68,2193.09,29762.94,0
Education,2013,Senior Manager,Senior Manager,116671.88,15389.1,30266.62,0
Education,2013,"Manager, Strategic Operations",Manager,102739.78,0,27385.93,0
Education,2013,"Manager, Aborginal Policy",Manager,102739.78,0,25560.33,0
Education,2013,Mgr Business Info,Manager,102739.78,0,27385.93,0
Education,2013,Assistant Registrar-Certiftn,Senior Manager,116408.58,0,29935.87,0
Education,2013,TL  K and E,Senior Manager,113992.94,4605.79,29752.64,0
Education,2013,"Director, Governance support",Senior Manager,127567.37,0,32293.8,0
Education,2013,Manager Basic Learning Systems,Manager,102739.78,13459.2,27118.18,0
Education,2013,"Associate Dir, Workforce P & D",Senior Manager,114040.68,0,29762.94,0
Education,2013,TL Applied Math 30,Senior Manager,114040.68,0,28796.13,0
Education,2013,Education Manager FNMI Service,Senior Manager,113694.67,0,29003.24,0
Education,2013,Senior Manager,Senior Manager,114040.68,0,29762.94,0
Education,2013,Senior Education Manager,Senior Manager,107958.52,0,27797.5,0
Education,2013,"Ex Dir, Strategic Financial",Executive Manager 1,141080.39,5469.06,35807.3,0
Education,2013,"Dir,FinancialReporting&Account",Senior Manager,127827.7,0,32116.55,0
Education,2013,Senior Manager,Senior Manager,114040.68,0,14851.05,0
Education,2013,TL Grade 9 Humanities,Senior Manager,114040.68,8142.56,28451.11,0
Education,2013,"Sr Mgr,Infrstructre Maint & Su",Senior Manager,102976.87,1800,27434.09,0
Education,2013,"TL, Mathematics K-12 (French)",Senior Manager,111166.54,0,28198.51,0
Education,2013,PS - TL FS/Francophone RA,Senior Manager,114040.68,1200,29482.53,0
Education,2013,"Director, Zone 4",Senior Manager,116119.73,0,30198.67,0
Education,2013,"Director, School Finance",Senior Manager,125863.98,8772.36,32200.78,0
